source_0,destination_0,arrival_time_0,source_1,destination_1,arrival_time_1,source_2,destination_2,arrival_time_2,source_3,destination_3,arrival_time_3,source_4,destination_4,arrival_time_4,source_5,destination_5,arrival_time_5,source_6,destination_6,arrival_time_6,source_7,destination_7,arrival_time_7,source_8,destination_8,arrival_time_8,source_9,destination_9,arrival_time_9,source_10,destination_10,arrival_time_10,source_11,destination_11,arrival_time_11,source_12,destination_12,arrival_time_12,source_13,destination_13,arrival_time_13,source_14,destination_14,arrival_time_14,source_15,destination_15,arrival_time_15,source_16,destination_16,arrival_time_16,source_17,destination_17,arrival_time_17,source_18,destination_18,arrival_time_18,source_19,destination_19,arrival_time_19,source_20,destination_20,arrival_time_20,source_21,destination_21,arrival_time_21,source_22,destination_22,arrival_time_22,source_23,destination_23,arrival_time_23,source_24,destination_24,arrival_time_24,source_25,destination_25,arrival_time_25,source_26,destination_26,arrival_time_26,source_27,destination_27,arrival_time_27,source_28,destination_28,arrival_time_28,source_29,destination_29,arrival_time_29
36,16,72,28,16,75,30,8,81,10,8,60,14,28,75,16,32,61,32,28,49,26,16,64,26,32,65,8,0,58,16,8,71,16,0,57,32,12,71,10,12,64,14,32,96,18,4,69,28,16,73,22,24,70,18,32,62,0,8,77,2,20,83,0,0,42,20,0,97,38,36,52,30,0,104,10,12,45,12,20,58,10,16,68,10,24,88,24,20,57
2,12,68,16,16,60,10,16,58,30,24,56,22,24,59,18,12,66,22,4,60,36,32,44,14,20,63,24,4,73,18,0,61,2,28,90,22,32,80,10,8,61,36,24,86,34,20,80,34,32,42,22,8,82,32,4,109,24,8,86,4,8,63,38,8,111,8,12,69,18,24,71,14,20,46,36,32,65,38,28,84,22,32,56,8,36,107,2,4,44
12,4,70,26,32,59,30,4,86,34,4,72,16,36,65,34,28,50,20,24,61,36,16,70,26,36,65,14,16,42,18,16,70,2,16,55,16,36,96,0,12,74,18,12,76,6,32,73,4,20,78,32,36,50,14,24,70,34,8,74,18,8,52,2,4,70,16,36,94,16,8,75,36,24,57,30,0,109,18,0,95,32,12,66,26,0,111,38,36,53
12,24,80,12,4,56,10,16,71,4,20,62,26,16,84,14,12,54,34,24,50,14,8,46,2,28,94,22,24,56,8,36,75,12,4,51,16,4,66,18,0,83,2,32,110,2,28,75,28,0,76,24,12,74,34,4,107,22,0,104,10,16,58,8,28,88,24,4,87,36,32,67,30,12,63,8,0,58,10,28,64,36,12,77,38,36,45,2,0,64
14,20,77,24,20,52,16,16,49,30,8,80,4,8,53,34,0,96,2,4,69,36,0,108,30,28,44,24,0,106,34,0,85,36,28,49,24,24,47,20,24,56,22,36,80,18,0,66,24,16,63,22,32,82,26,32,55,10,16,75,34,24,69,26,4,89,26,16,81,4,8,64,20,24,65,16,32,64,14,8,68,36,24,76,34,28,77,34,8,88
8,12,59,28,28,45,0,4,65,4,0,69,8,28,61,10,36,101,10,4,55,32,8,96,12,0,66,36,4,78,0,12,77,22,24,54,2,16,54,34,0,82,2,0,52,12,20,65,28,20,70,28,0,101,8,12,65,22,4,84,34,20,68,14,4,60,28,32,65,4,4,48,32,0,116,20,16,56,24,36,62,20,0,70,10,32,92,26,16,61
14,20,61,28,12,78,28,0,88,14,36,71,18,32,57,34,8,90,34,20,70,22,24,67,34,4,94,24,16,67,34,16,82,32,28,53,26,8,85,36,28,59,22,24,68,14,4,61,0,32,89,12,24,67,26,8,82,32,16,78,18,8,69,30,8,83,32,32,45,16,36,82,0,20,61,10,28,94,34,28,58,34,24,84,0,20,101,0,12,56
4,8,50,6,20,72,20,36,74,20,24,51,30,24,67,18,36,93,8,28,98,2,32,89,12,20,50,22,0,78,24,16,58,6,12,46,36,24,57,8,20,63,36,16,64,8,4,48,16,4,84,32,20,76,14,12,62,0,12,79,4,0,56,24,28,57,16,4,85,32,16,60,16,24,71,6,28,90,26,32,58,36,24,67,16,36,60,2,32,96
36,24,57,2,4,47,32,24,54,10,4,74,14,36,97,38,12,105,4,0,54,36,12,83,38,0,92,28,4,106,22,32,62,24,20,70,10,20,54,16,0,91,16,8,51,4,0,45,14,4,61,26,4,101,26,4,85,4,8,54,6,36,80,36,36,50,20,16,49,22,4,77,24,20,62,32,20,62,0,4,72,8,36,73,30,0,117,32,32,52
36,12,82,36,36,52,12,20,69,10,28,89,2,4,65,32,36,53,38,12,103,28,8,73,36,4,103,12,36,71,14,4,60,32,8,70,2,24,67,16,12,49,4,12,54,26,32,68,16,16,47,4,20,94,2,0,61,30,36,62,26,20,59,34,32,51,4,28,107,24,8,66,14,0,59,8,4,45,14,8,73,14,20,49,16,16,40,20,24,56
36,24,54,20,36,67,28,24,73,16,32,72,0,8,61,30,12,77,8,20,59,30,16,76,30,8,93,8,4,45,26,24,61,8,20,79,4,0,61,10,0,57,24,16,63,32,0,76,36,36,58,20,24,67,28,0,80,32,36,62,22,4,83,14,16,60,6,24,90,38,4,110,28,24,58,2,20,72,38,0,90,12,32,91,22,20,62,10,24,88
2,4,46,26,4,88,24,4,73,2,8,63,20,36,84,38,28,79,38,12,90,6,20,77,10,16,60,32,8,94,4,16,69,8,20,65,0,32,96,14,8,77,10,28,62,18,36,96,12,36,66,24,24,42,2,4,44,38,20,82,30,12,79,24,28,55,32,28,54,22,32,64,30,20,80,36,16,82,12,28,86,4,12,55,30,32,65,36,16,80
6,24,69,16,8,56,22,36,61,4,32,99,36,12,104,4,32,106,8,20,85,16,32,94,2,24,80,30,24,76,16,24,51,20,12,51,6,4,55,0,24,84,6,4,55,30,36,49,10,16,65,14,4,69,18,12,54,16,32,82,20,0,67,2,20,71,34,36,65,20,8,82,22,36,69,26,4,97,32,36,67,10,28,66,16,16,66,6,0,68
22,4,65,30,36,46,12,8,55,24,8,81,16,16,57,20,24,49,36,20,58,38,32,72,30,24,63,26,0,96,26,8,72,14,16,51,30,4,102,4,36,113,2,0,63,22,28,53,0,24,95,6,28,93,24,12,85,34,4,116,0,12,83,0,32,92,0,4,56,6,32,110,4,0,64,6,28,71,0,0,45,36,8,92,36,20,84,30,16,60
10,0,78,4,12,50,24,20,59,8,12,65,38,8,98,16,12,61,8,20,61,30,0,100,0,32,105,26,36,50,8,24,68,24,12,64,20,28,68,2,24,98,6,0,70,38,4,123,28,24,54,36,8,83,4,28,79,0,0,55,20,16,60,30,0,85,2,4,58,10,32,69,24,32,76,0,28,83,18,4,79,36,12,71,10,0,55,12,24,67
30,8,104,0,0,60,4,24,87,18,36,86,12,4,50,16,20,63,10,28,91,12,12,64,38,16,86,38,4,90,8,20,72,36,0,119,14,4,74,20,16,69,8,20,77,30,32,48,28,28,55,0,32,105,16,28,75,14,36,67,36,12,106,14,16,50,22,16,76,26,20,75,6,16,57,10,16,59,32,16,64,20,36,78,12,4,58,4,12,80
32,0,75,10,36,105,30,4,109,22,12,81,14,28,86,34,12,73,30,28,43,4,28,101,34,32,67,18,28,62,14,0,80,28,12,60,20,8,56,38,20,68,26,32,63,34,0,100,10,8,47,16,20,49,26,28,53,28,16,56,26,12,74,28,28,62,6,32,83,34,36,61,10,28,94,10,24,78,12,16,48,10,28,58,30,20,50,0,12,64
18,16,60,4,4,61,16,16,40,16,20,50,0,12,59,2,20,87,8,36,103,36,16,73,12,16,48,4,8,48,18,36,77,0,12,77,18,4,60,32,12,80,38,20,96,24,32,49,6,20,59,36,0,82,36,28,56,32,0,112,0,24,68,16,24,64,34,16,73,16,16,55,16,8,61,6,36,102,6,20,65,18,0,72,34,28,54,10,8,49
8,0,71,20,8,84,10,0,57,26,16,50,6,12,77,28,12,75,18,12,47,22,24,55,16,16,58,2,8,71,8,36,77,36,12,84,36,8,108,38,16,104,24,4,79,20,32,71,14,36,104,24,0,76,10,0,80,12,36,78,12,24,72,14,8,75,32,28,50,38,8,89,20,4,66,6,20,66,14,8,74,2,24,93,24,12,58,32,4,112
32,36,46,38,20,72,26,36,58,36,0,128,38,24,83,6,24,87,20,12,62,34,24,59,22,16,67,6,0,46,4,24,92,32,28,65,32,24,49,2,16,90,32,36,66,24,20,53,0,8,48,36,28,71,20,0,93,18,24,58,12,36,71,24,28,64,22,16,48,16,4,87,26,8,74,4,36,91,4,4,56,30,4,111,34,0,118,4,24,75
12,8,48,32,4,106,34,24,56,6,24,67,8,4,58,4,16,70,2,20,84,16,20,59,14,28,61,38,32,65,18,28,53,14,32,78,22,28,64,16,20,69,30,8,82,4,36,107,20,24,52,4,32,80,36,8,88,2,8,65,14,12,67,34,32,63,20,32,52,22,8,74,38,4,124,2,20,60,34,16,95,32,24,57,24,20,69,18,36,76
2,12,67,38,12,69,14,20,46,38,28,77,28,8,87,30,20,74,0,36,102,6,8,60,0,24,80,34,24,51,0,32,85,26,24,61,10,8,59,20,36,62,8,20,55,18,12,62,12,12,56,14,24,77,18,12,75,38,4,88,28,20,53,8,32,87,20,20,67,0,0,42,26,32,67,10,4,59,22,20,49,20,12,65,30,36,77,24,16,75
30,12,79,4,28,93,8,24,66,2,12,59,12,8,58,4,36,74,16,8,50,16,32,64,6,4,52,4,4,58,6,8,68,14,4,68,14,8,62,36,24,67,22,12,63,10,0,81,8,4,65,36,12,88,8,20,87,28,32,54,22,16,77,26,20,48,14,36,91,28,24,64,24,12,76,38,24,84,6,28,62,16,4,72,10,16,69,6,32,105
18,28,53,0,8,75,6,12,49,30,20,61,36,0,110,20,32,80,24,16,67,32,0,99,28,28,65,32,20,61,38,32,50,36,32,68,8,36,94,10,0,63,34,28,75,26,8,91,20,0,80,4,24,95,16,20,48,20,12,51,28,20,62,36,12,81,4,20,64,22,24,64,18,12,52,34,4,111,14,8,70,24,24,62,36,28,61,32,20,70
36,32,63,22,28,47,20,8,54,16,12,58,32,0,112,34,32,68,2,4,59,22,0,85,6,36,118,12,20,72,28,24,66,26,36,81,6,20,66,30,36,53,30,24,64,14,8,48,32,12,101,16,28,69,22,20,45,2,0,50,2,36,88,2,16,80,8,20,70,20,8,78,4,20,74,32,0,113,22,4,63,28,12,72,36,32,68,28,0,79
36,8,101,4,20,81,0,36,78,24,24,42,2,20,97,26,36,70,10,28,73,16,32,78,12,32,96,6,8,63,12,0,66,6,16,54,14,4,76,10,24,56,8,4,65,18,24,67,20,4,66,0,4,63,30,32,67,14,32,75,6,16,54,6,16,83,24,20,50,2,0,51,22,4,68,22,20,52,10,16,66,14,20,46,16,28,60,0,8,58
12,12,67,36,0,86,0,20,81,38,32,75,38,24,66,34,28,57,8,32,66,16,0,72,8,16,80,16,28,83,6,4,51,6,24,71,0,36,89,4,16,76,10,20,56,4,36,115,2,0,49,36,28,64,14,4,84,8,36,96,34,28,47,24,20,52,34,4,117,6,28,65,16,24,49,12,24,66,10,24,76,0,28,109,8,36,77,16,32,91
36,32,72,26,16,63,8,28,62,34,8,72,18,28,54,16,16,47,30,20,66,26,24,52,4,8,48,8,16,67,12,20,51,12,12,42,24,36,61,24,0,83,28,24,73,14,24,66,0,36,88,22,8,66,36,16,98,28,32,66,14,16,64,2,16,62,12,4,53,28,8,61,14,24,83,26,32,46,16,8,49,22,12,53,26,28,44,26,24,52
24,16,79,18,36,86,14,4,69,6,8,45,38,24,74,2,16,63,20,16,70,38,0,84,30,32,51,8,24,93,18,20,56,20,28,68,0,24,82,10,4,59,10,28,67,38,24,87,12,20,58,10,32,104,14,36,77,34,4,104,8,20,78,20,24,68,6,20,82,0,20,85,28,16,82,36,20,59,28,12,81,30,12,91,10,20,79,4,16,56
24,8,71,30,32,66,36,28,57,0,0,67,0,24,64,18,36,65,28,20,75,8,32,85,10,24,80,16,8,80,12,12,42,2,0,59,26,32,75,16,12,55,8,8,44,10,16,54,6,20,63,22,32,78,30,16,87,32,4,68,32,32,44,24,8,64,32,28,55,20,20,45,38,8,95,20,0,81,30,20,64,34,28,55,28,12,63,36,16,99
8,8,60,28,12,93,32,32,43,20,36,59,10,4,75,10,36,99,2,20,92,10,24,56,8,32,77,8,16,49,18,16,50,30,4,97,4,24,94,8,4,50,6,8,48,32,28,57,2,28,82,24,4,98,24,0,66,30,0,95,16,36,90,28,0,77,16,12,57,6,16,50,6,4,56,26,24,52,24,36,62,16,36,73,34,16,69,20,8,74
24,20,60,30,20,59,30,28,54,20,32,80,34,0,124,28,28,62,34,0,91,18,8,54,26,24,49,36,32,67,6,32,91,16,8,65,8,16,64,8,24,74,38,24,63,38,0,95,32,24,78,2,0,60,34,16,94,2,28,74,34,12,68,4,16,60,38,24,60,34,0,93,0,28,86,6,20,65,8,32,107,20,36,57,26,0,89,28,16,77
26,4,75,4,4,40,6,36,108,6,4,64,10,20,84,18,32,81,32,8,106,4,32,104,28,4,106,26,16,55,26,36,84,16,32,81,14,8,75,34,24,71,8,36,84,32,0,103,34,8,69,2,24,100,28,20,65,8,8,59,4,32,80,16,32,75,32,4,85,4,24,83,30,4,97,0,32,79,24,20,61,28,12,76,28,28,59,10,0,83
16,16,55,16,16,48,10,16,67,22,28,69,16,32,57,34,20,77,34,24,83,2,24,74,18,16,45,36,24,78,16,4,84,30,36,57,0,28,90,0,28,100,28,0,102,2,28,85,38,0,80,16,20,53,38,20,64,18,24,69,26,36,57,34,16,85,38,28,75,26,0,108,24,12,65,6,16,62,18,28,74,24,36,73,10,20,71,34,36,47
6,32,91,20,24,61,26,32,51,26,20,52,38,24,90,22,4,91,14,4,56,6,32,74,14,4,82,28,32,54,38,12,77,20,16,62,2,24,92,8,20,79,0,16,76,28,32,54,36,0,109,32,4,71,6,24,91,24,4,90,20,20,44,24,36,68,26,0,92,26,4,72,6,24,62,34,0,115,0,36,125,4,16,82,16,28,87,20,20,58
26,20,60,32,16,75,14,12,70,22,12,50,26,24,43,2,4,49,0,8,55,20,12,48,14,4,65,24,28,57,30,24,57,4,20,74,8,32,69,38,24,88,22,12,83,34,32,44,38,20,83,12,20,57,14,20,55,22,32,67,24,24,65,8,28,96,22,36,78,10,4,51,10,12,58,38,32,66,30,24,65,36,8,98,36,12,80,34,36,70
4,28,77,34,8,94,32,36,48,26,12,63,18,8,61,20,24,63,6,24,86,14,24,60,36,28,54,8,20,64,14,16,46,2,32,73,2,36,111,10,4,68,38,4,123,28,36,64,10,32,62,32,24,66,10,16,63,6,4,46,4,24,66,12,28,63,36,12,88,2,20,58,10,16,49,2,4,52,24,12,54,14,0,59,20,0,71,8,24,90
10,24,56,16,32,58,24,0,67,24,28,62,30,0,97,22,20,66,34,4,90,28,28,48,38,12,76,34,20,85,2,24,77,0,4,58,12,32,82,24,32,50,24,28,71,8,8,56,30,8,64,2,28,107,16,32,71,18,32,71,24,28,69,12,8,72,22,0,62,16,36,69,14,0,73,8,4,53,4,12,62,10,32,93,32,12,95,8,4,53
2,16,78,12,16,72,34,12,73,18,28,70,26,36,63,20,20,48,18,16,61,4,0,60,14,24,79,34,4,97,30,24,63,8,4,62,32,8,102,26,0,91,36,28,49,2,4,60,12,8,49,22,28,60,36,0,115,4,24,97,2,8,47,16,36,63,10,24,74,22,24,43,12,20,50,14,16,61,4,8,65,6,36,113,28,8,96,38,28,72
4,0,71,22,28,55,22,24,69,6,4,55,14,4,56,16,20,51,32,28,47,26,20,48,24,8,91,10,24,83,6,32,73,18,4,89,6,8,68,14,8,77,38,20,74,14,28,89,14,20,55,8,32,81,16,28,56,0,36,128,6,20,81,0,32,81,6,20,57,30,0,102,8,0,69,6,24,60,10,12,60,32,8,107,34,20,67,20,4,94
20,16,56,22,12,78,20,36,65,30,36,75,20,28,67,30,4,74,0,0,64,34,20,76,32,0,104,30,8,70,32,24,53,36,32,66,10,4,65,20,8,84,24,8,84,32,4,112,10,36,74,28,32,60,34,0,113,26,12,80,0,12,85,2,24,77,22,20,46,14,12,60,30,4,105,10,24,86,4,32,109,22,36,86,20,8,68,12,36,105
0,0,58,6,28,91,6,36,85,24,24,50,36,16,101,10,20,53,16,20,69,8,36,78,8,36,71,30,28,43,38,16,62,2,20,83,8,0,72,12,8,60,14,36,81,2,0,66,12,12,44,32,36,51,0,12,69,6,16,72,28,32,51,34,28,61,22,24,47,18,36,97,0,32,76,26,8,94,34,12,65,14,36,70,8,16,60,38,16,88
36,4,118,0,12,71,24,16,70,26,0,66,38,20,62,30,0,104,22,0,73,24,8,91,36,20,65,2,4,64,4,28,103,28,8,85,4,28,66,12,16,58,6,32,103,6,8,52,22,16,66,26,32,72,36,8,76,12,24,70,16,32,92,20,36,72,14,24,50,4,16,52,20,36,62,2,0,68,30,20,73,14,36,78,36,28,75,28,32,52
16,8,54,30,12,80,2,32,93,22,24,49,8,20,59,28,0,103,18,24,60,28,24,44,22,4,81,2,12,73,32,8,82,18,28,80,8,32,83,12,4,54,24,20,69,2,36,94,10,16,48,24,12,68,14,28,65,8,28,81,14,36,83,18,16,43,4,0,53,32,16,92,14,16,56,20,20,59,12,24,60,12,0,78,30,24,67,16,24,53
0,16,83,4,36,91,6,16,56,20,20,51,18,24,74,0,4,68,32,4,92,30,20,57,38,8,73,24,16,68,34,16,63,26,8,94,12,32,60,24,4,100,16,4,59,0,32,75,28,12,65,16,24,48,38,32,60,2,20,87,36,24,70,22,4,93,2,24,71,4,20,57,6,4,56,0,32,77,24,4,95,14,16,45,24,28,47,8,4,68
28,36,58,2,12,67,18,20,49,28,36,72,10,12,69,2,20,84,30,16,87,34,0,100,30,4,109,14,32,91,20,32,72,8,8,67,38,32,75,32,32,48,34,16,76,4,4,58,16,12,48,18,24,57,20,16,49,30,32,44,4,36,110,24,16,72,12,16,68,30,28,57,4,24,64,12,24,80,36,0,94,34,24,58,30,4,104,34,0,97
34,32,67,24,8,67,26,16,84,30,24,56,20,36,81,16,16,44,28,28,43,14,36,83,10,20,50,14,0,69,14,0,56,12,16,48,36,16,97,8,0,61,34,4,86,30,36,46,32,24,52,12,0,84,4,20,78,6,12,54,16,0,65,6,28,80,8,0,59,32,16,69,0,28,69,10,32,74,12,4,53,2,32,100,36,8,96,36,28,64
34,16,92,38,28,71,36,8,72,38,28,55,10,32,64,10,0,62,36,4,120,38,8,97,22,16,65,34,32,53,8,36,108,6,8,69,34,12,91,22,8,56,16,24,75,6,0,61,12,20,60,28,12,74,18,32,65,26,20,50,10,28,91,4,8,66,18,0,66,38,0,82,18,28,73,26,36,67,18,8,64,6,16,65,28,36,61,30,28,58
0,16,57,10,20,81,16,16,64,16,36,79,16,24,56,34,0,87,2,20,72,2,24,70,22,20,54,2,36,115,26,16,84,28,16,59,2,20,70,0,0,45,20,28,49,12,24,70,18,8,65,4,4,48,28,0,96,30,24,77,8,0,78,20,20,49,32,32,56,38,0,115,38,32,75,28,28,53,10,12,42,14,24,57,12,4,48,8,24,86
34,8,71,4,4,50,8,20,54,6,8,56,20,24,64,34,24,63,0,12,63,18,16,59,36,24,86,30,20,62,0,20,99,32,8,104,6,24,61,0,24,75,22,36,59,22,16,62,38,0,117,24,0,84,30,4,66,30,8,71,4,32,109,18,8,53,4,24,84,4,4,63,34,0,80,8,8,55,12,16,69,32,36,61,0,4,57,6,8,43
6,16,53,30,20,71,14,24,76,28,4,104,10,20,71,6,4,66,38,28,50,30,16,60,30,16,70,4,8,51,28,0,106,4,0,51,34,12,83,20,32,67,2,28,69,34,36,49,30,20,74,8,28,88,10,32,65,34,0,122,34,0,102,32,36,58,16,20,73,26,16,56,16,12,67,16,20,55,18,0,91,18,8,57,4,4,45,4,20,61
34,0,106,8,12,54,24,20,62,16,8,62,30,20,79,34,32,54,0,20,82,26,28,49,30,16,90,18,32,64,6,28,102,0,12,63,16,32,92,10,12,42,32,32,50,2,8,62,32,20,85,34,24,65,0,32,92,16,32,77,12,24,83,26,24,64,0,32,121,34,12,81,32,24,72,6,28,66,2,20,80,8,24,91,24,36,53,38,12,94
8,36,101,0,0,66,26,36,84,34,12,69,34,32,56,28,8,75,6,32,110,6,36,94,32,4,95,18,8,54,22,20,47,30,12,67,20,28,75,32,8,72,8,8,54,6,36,99,36,8,71,16,16,48,6,12,73,36,16,87,10,12,54,2,8,73,20,24,54,2,28,110,24,32,54,30,16,77,8,4,62,16,36,87,0,0,53,38,12,71
38,20,79,4,24,90,24,0,105,14,0,87,36,24,63,18,20,58,4,4,40,4,20,73,26,32,76,24,28,64,14,28,69,8,8,52,36,8,87,34,0,104,4,16,73,28,0,78,4,20,84,12,12,57,38,0,113,0,20,79,10,36,98,8,12,46,30,20,79,36,8,85,32,32,60,14,8,50,12,4,77,4,16,54,38,36,51,26,16,55
0,24,78,18,36,77,4,16,63,30,28,58,28,20,61,30,4,110,0,20,90,10,32,90,12,16,56,6,32,102,30,8,63,20,36,79,18,8,59,34,32,67,12,28,93,14,12,43,38,4,95,6,20,60,16,36,78,20,36,74,4,24,70,2,16,71,18,8,59,12,16,45,4,20,71,18,20,43,32,36,73,2,0,63,8,32,106,0,24,75
28,4,73,28,20,50,14,4,54,36,36,40,36,0,82,22,16,47,8,0,77,4,0,47,32,20,66,16,4,85,12,20,60,16,32,62,4,28,85,38,36,62,24,12,69,32,12,95,28,20,50,32,36,68,0,8,57,24,8,87,8,16,66,30,20,53,32,32,53,36,12,82,14,36,85,10,28,96,10,12,42,36,36,43,2,28,83,4,12,74
0,20,62,26,20,75,18,0,70,18,4,62,12,36,107,4,28,65,14,24,58,4,28,86,26,32,65,10,28,97,16,16,41,6,36,100,20,32,75,36,32,45,20,32,71,16,0,94,22,36,87,32,36,63,18,12,60,12,12,65,18,24,53,2,24,90,10,0,81,28,36,58,0,0,63,22,32,84,12,32,98,4,20,56,30,36,62,6,24,83
34,36,43,32,12,100,22,16,56,8,24,67,2,20,88,20,20,64,14,8,62,26,0,77,38,12,99,34,8,97,36,0,78,0,12,76,4,16,79,18,32,70,30,20,51,36,28,58,22,4,60,36,24,86,14,24,71,4,16,76,8,32,88,28,8,82,32,28,67,34,0,111,8,24,69,32,8,86,10,12,53,12,28,62,18,28,66,34,32,69
6,12,64,32,4,91,8,4,69,8,16,77,36,4,79,38,32,57,18,28,66,16,36,90,26,36,81,38,0,112,16,16,56,36,36,54,10,12,69,16,4,58,24,20,48,4,16,65,36,8,79,22,28,77,14,4,83,24,32,59,2,16,62,12,24,62,36,4,110,0,16,85,18,24,72,14,20,63,38,16,74,22,20,48,6,24,70,2,8,67
6,0,46,34,24,62,2,12,70,4,32,75,30,12,78,38,32,62,28,8,91,30,24,62,6,36,108,22,20,42,2,0,59,12,12,64,22,8,76,18,0,91,30,28,57,16,12,64,12,28,58,22,4,96,32,32,59,26,24,42,24,24,61,28,0,112,36,0,100,34,24,84,26,20,69,14,20,50,18,24,46,8,12,73,22,0,62,18,0,70
2,12,55,30,8,80,22,16,48,14,24,65,34,12,90,34,0,76,4,24,72,26,28,45,28,24,71,0,20,81,38,36,62,28,12,85,14,36,93,32,12,86,38,36,63,14,24,58,24,24,43,30,12,67,26,20,57,12,0,62,28,24,48,16,8,78,38,36,46,2,28,99,10,28,80,0,12,66,30,28,67,12,24,67,28,16,77,10,8,57
36,24,85,32,12,70,24,4,83,36,12,77,28,36,73,26,4,96,6,24,95,10,4,50,26,12,64,10,4,47,4,0,51,34,32,55,28,16,84,0,12,74,8,24,90,16,8,80,14,20,68,28,24,53,30,16,61,36,24,79,24,32,69,10,0,71,20,0,61,2,28,77,20,20,65,30,0,95,20,12,57,36,4,97,18,36,88,18,28,51
10,24,86,24,24,63,22,20,67,4,20,58,8,8,47,26,20,57,8,0,77,12,0,76,10,8,63,4,12,49,30,12,82,18,28,64,38,12,66,38,36,51,34,16,59,20,4,79,34,8,108,22,12,76,28,20,56,14,0,63,10,20,69,2,8,66,18,4,84,32,32,59,18,28,53,0,16,78,2,20,77,8,16,57,38,12,76,20,12,58
28,0,111,0,24,71,12,8,57,20,0,82,34,8,73,34,36,42,16,0,74,22,16,73,0,0,63,36,32,44,22,12,78,34,8,70,28,4,73,18,32,86,2,24,80,6,28,93,18,36,61,6,12,74,36,8,98,30,24,73,12,20,71,14,24,84,26,36,73,12,32,69,38,32,58,22,20,65,30,0,103,6,12,62,22,8,58,4,20,57
20,12,56,4,0,63,32,32,55,38,8,113,34,16,61,34,20,67,28,8,69,26,12,71,30,0,106,2,16,66,26,32,58,18,8,55,38,0,88,18,20,59,34,4,81,32,4,75,8,16,67,22,36,64,14,24,74,32,0,120,2,12,82,22,24,48,0,4,59,22,8,60,26,24,50,2,32,71,12,16,58,0,24,64,20,28,62,30,16,79
28,0,98,0,24,96,8,12,63,4,4,65,4,4,53,18,8,55,8,32,102,34,24,66,26,28,56,28,12,74,20,32,78,18,16,45,6,24,89,0,28,104,2,8,53,18,12,76,8,4,65,4,16,70,0,36,109,20,36,87,26,24,69,14,8,49,0,24,102,28,12,85,32,0,83,32,36,44,8,8,45,38,16,73,14,0,78,30,4,92
20,4,76,38,8,76,6,12,56,8,4,52,32,36,64,28,8,87,28,4,65,24,4,89,18,36,63,16,36,62,22,8,64,10,12,69,22,8,73,30,28,51,0,24,94,20,24,51,14,32,88,16,4,65,4,0,52,8,8,59,38,8,95,24,20,60,10,8,68,36,8,92,6,24,68,8,12,59,12,4,76,2,12,54,28,4,95,28,20,67
28,0,114,26,4,91,16,32,88,30,24,75,16,32,80,16,12,61,4,36,80,30,20,81,16,12,60,14,20,47,26,8,65,26,24,51,30,32,42,10,8,43,4,8,59,22,24,50,14,8,46,24,8,62,6,20,59,14,24,75,0,8,52,28,24,65,18,12,47,2,20,76,0,24,105,10,28,70,32,8,97,10,4,51,26,32,66,36,28,51
34,20,78,20,36,64,18,16,45,28,20,76,26,28,57,26,36,55,32,0,113,22,36,57,14,16,42,34,20,81,18,24,67,0,32,93,14,8,69,14,12,43,20,8,74,4,24,79,24,28,51,14,20,57,30,16,88,28,36,49,12,24,75,2,16,67,22,32,76,8,4,55,16,32,88,24,28,46,6,16,51,0,12,57,28,20,76,4,28,107
10,4,76,38,28,81,28,8,72,6,32,90,10,16,55,34,4,86,28,4,98,30,36,75,34,8,83,36,16,83,8,0,65,32,36,46,22,8,76,30,24,62,28,20,66,28,8,97,38,20,62,16,28,58,38,32,70,30,36,59,28,28,61,12,0,82,34,32,67,20,4,75,2,12,76,34,4,102,28,16,79,24,4,79,18,36,63,22,32,58
6,4,51,6,8,49,18,32,62,32,16,59,24,32,58,28,8,71,38,32,53,22,0,74,10,16,71,14,24,77,10,12,54,4,12,68,24,36,53,22,36,87,32,12,70,2,20,58,14,8,51,10,4,72,16,20,70,36,8,90,4,12,69,18,8,59,38,0,105,2,12,60,14,12,60,18,16,70,14,16,49,0,28,108,24,28,50,28,20,56
12,12,42,28,0,88,16,20,67,8,28,72,34,8,105,22,8,65,26,36,56,14,36,80,6,0,72,34,20,56,28,36,70,14,0,75,16,32,62,0,32,100,4,12,68,10,24,68,8,28,100,38,24,65,4,36,104,0,36,86,4,0,65,34,8,97,38,0,82,20,8,60,6,0,68,12,16,52,26,20,56,4,36,85,16,32,64,2,16,72
38,28,78,2,24,75,34,4,115,12,4,66,2,28,109,18,32,88,32,12,84,28,20,50,8,24,93,10,32,68,6,28,74,28,32,51,0,12,69,22,32,74,26,36,67,14,36,67,14,8,55,22,4,64,30,20,59,4,8,67,28,4,97,2,0,54,26,24,54,12,36,66,12,12,53,2,24,72,8,16,62,34,24,52,6,0,58,26,12,71
10,36,92,36,32,56,10,20,53,16,0,56,14,20,53,38,12,107,4,24,68,32,12,65,20,4,72,18,16,61,20,36,74,20,12,79,0,0,51,36,32,67,38,8,100,20,20,50,36,8,70,4,32,99,8,12,61,38,36,58,34,0,121,32,16,79,24,4,76,38,32,60,10,28,69,34,24,64,36,20,74,24,8,62,30,12,97,16,24,51
